Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,User_ID,Item_ID,Month,Year
5245-1,2013-11-23,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,25-11-2013,5.19,12.98,7.79,6.0,442.58,7%,14.46,431.05,3.14,448.38,932,57,Nov,2013
5246-1,2014-04-02,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,High,"Alto Parchment Paper, Assorted Colors",Furniture,Small Pack,Regular Air,03-04-2014,4.59,7.28,2.69,37.0,146.34,9%,4.69,146.93,11.15,149.95,350,36,Apr,2014
5246-1,2014-02-15,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Medium,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,17-02-2014,1.05,1.95,0.9,20.0,157.36,10%,0.0,155.0,1.63,148.57,598,95,Feb,2014
5246-1,2013-10-13,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,13-10-2013,4.53,7.3,2.77,27.0,4493.54,5%,499.58,3796.22,7.72,3796.34,989,44,Oct,2013
5246-1,2014-05-02,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,High,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,03-05-2014,2.25,3.69,1.44,43.0,139.8,3%,6.59,126.91,2.5,128.09,1080,136,May,2014
5246-1,2013-10-13,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,13-10-2013,13.88,22.38,8.5,47.0,830.76,0%,26.54,753.24,15.1,779.64,989,84,Oct,2013
5247-1,2015-12-08,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Small Business,Radhya Staples,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,09-12-2015,2.45,3.89,1.44,50.0,193.36,1%,14.32,172.62,7.01,177.52,482,77,Dec,2015
5247-1,2013-04-20,Robert Barroso,"163 Concord Road,North Strathfield",Sydney,NSW,Consumer,Charlie Bui,Critical,Artisan 487 Labels,Office Supplies,Small Pack,Express Air,20-04-2013,2.29,3.69,1.4,44.0,159.0,8%,1.5,157.1,0.5,150.08,887,72,Apr,2013
5247-1,2015-07-27,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,31-07-2015,2.5,5.68,3.18,7.0,133.39,1%,5.76,139.63,3.6,142.05,702,55,Jul,2015
5247-1,2017-01-24,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,25-01-2017,3.65,5.98,2.33,31.0,379.92,7%,27.8,152.9,1.49,157.65,506,85,Jan,2017
5248-1,2014-07-26,Victoria Wilson,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,02-08-2014,1.94,3.08,1.14,25.0,43.68,4%,1.6,40.12,0.99,44.66,1075,70,Jul,2014
5248-1,2013-06-26,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Regular Air,27-06-2013,2.98,5.84,2.86,33.0,231.84,9%,3.61,217.03,0.83,218.61,765,99,Jun,2013
5248-1,2013-09-28,Benjamin Farhat,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Office Shears by Apex,Office Supplies,Small Box,Regular Air,02-09-2013,0.94,2.08,1.14,19.0,89.44,0%,4.47,84.97,2.56,87.53,95,185,Sep,2013
5248-1,2014-09-04,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Low,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,05-09-2014,2.45,3.89,1.44,47.0,14.0,0%,1.36,13.56,7.01,14.09,0,77,Sep,2014
5248-1,2013-12-19,Joy Smith,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Wrap Bag,Regular Air,21-12-2013,56.16,136.98,80.82,40.0,130.73,3%,30.57,104.75,24.49,104.04,555,24,Dec,2013
5248-1,2014-11-18,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Office Shears by Apex,Office Supplies,Small Box,Regular Air,20-11-2014,0.94,2.08,1.14,21.0,89.44,3%,4.47,84.97,2.56,87.53,479,185,Nov,2014
5248-1,2014-10-21,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Critical,Office Shears by Apex,Office Supplies,Small Box,Regular Air,21-10-2014,0.94,2.08,1.14,8.0,89.64,8%,2.73,84.97,2.56,87.53,848,185,Oct,2014
5249-1,2015-07-23,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,24-07-2015,1.94,3.08,1.14,43.0,53.96,7%,0.0,52.04,0.99,59.6,396,70,Jul,2015
5249-1,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,21-01-2015,1.05,1.95,0.9,38.0,124.98,0%,3.15,123.71,1.63,128.51,924,95,Jan,2015
5249-1,2014-02-03,Tamara Laus,"96 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,"Angle-D Binders with Locking Rings, Label Holders",Technology,Medium Box,Express Air,06-02-2014,4.53,7.3,2.77,49.0,352.85,6%,10.2,244.15,7.72,243.55,999,44,Feb,2014
5249-1,2015-10-15,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Express Air,16-10-2015,5.33,8.6,3.27,35.0,53.93,1%,0.0,53.99,6.19,59.6,1079,111,Oct,2015
5250-1,2015-05-04,James Galang,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,08-05-2015,8.82,20.99,12.17,38.0,839.2,5%,39.28,450.06,4.81,465.83,478,10,May,2015
5250-1,2014-01-15,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Medium,"210 Trimline Phone, White",Office Supplies,Small Pack,Regular Air,17-01-2014,9.91,15.99,6.08,46.0,526.15,7%,28.04,478.13,11.28,585.59,20,14,Jan,2014
5250-1,2015-02-03,Ionia McGrath,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,Not Specified,"28 Copacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,06-02-2015,84.22,210.55,126.33,24.0,482.77,4%,48.28,434.49,9.99,438.59,474,18,Feb,2015
5250-1,2014-11-10,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,12-11-2014,3.65,5.98,2.33,11.0,159.7,1%,83.99,145.61,1.49,143.31,1024,85,Nov,2014
5250-1,2014-06-08,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Hanging File Binders,Technology,Jumbo Drum,Delivery Truck,10-06-2014,3.65,5.98,2.33,35.0,137.58,8%,38.22,132.73,1.49,132.55,532,85,Jun,2014
5250-1,2014-04-06,Steve Chapman,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Low,"GrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Express Air,11-04-2014,2.39,4.26,1.87,47.0,60.54,10%,1.61,69.23,1.2,70.31,967,164,Apr,2014
5251-1,2014-09-28,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Smiths Gold Paper Clips,Office Supplies,Small Box,Express Air,29-09-2014,1.82,2.98,1.16,34.0,68.82,7%,2.74,67.47,1.58,68.59,433,212,Sep,2014
5251-1,2014-09-17,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,18-09-2014,3.88,6.47,2.59,33.0,51.96,6%,0.0,52.96,1.22,59.4,82,216,Sep,2014
5251-1,2013-09-26,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Low,Alto Memo Cubes,Technology,Small Box,Regular Air,28-09-2013,3.32,5.18,1.86,23.0,119.14,3%,5.96,113.18,2.04,115.22,20,35,Sep,2013
5252-1,2013-08-29,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,High,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,03-09-2013,2.29,3.69,1.4,48.0,119.14,2%,4.93,113.18,0.5,115.22,748,72,Aug,2013
5252-1,2013-06-11,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan Binders,Technology,Small Box,Regular Air,13-06-2013,1.18,1.88,0.7,37.0,155.8,1%,12.38,143.52,1.49,144.72,517,78,Jun,2013
5252-1,2014-02-15,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Low,Binder Posts,Office Supplies,Small Pack,Regular Air,16-02-2014,3.5,5.74,2.24,22.0,42.84,10%,1.48,43.34,5.01,44.85,920,124,Feb,2014
5252-1,2014-02-02,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,03-02-2014,1.92,3.26,1.34,41.0,150.28,0%,1.42,143.68,1.86,147.38,923,91,Feb,2014
5252-1,2013-05-22,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,EcoTones Memo Sheets,Technology,Small Box,Regular Air,23-05-2013,2.52,4.0,1.48,45.0,164.68,8%,1.65,165.03,1.3,167.45,1007,155,May,2013
5252-1,2015-02-03,Claire Good,"7/370-374 Victoria Ave,Chatswood",Sydney,NSW,Small Business,Stevie Bacata,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,03-02-2015,2.5,5.68,3.18,1.0,232.34,0%,10.2,262.25,3.6,238.75,227,55,Feb,2015
5252-1,2015-08-03,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,08-08-2015,10.07,15.98,5.91,8.0,126.04,9%,4.46,129.74,4.0,124.46,274,236,Aug,2015
5252-1,2015-02-04,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Consumer,Charlie Bui,Not Specified,Artisan Hole Reinforcements,Office Supplies,Small Box,Express Air,06-02-2015,3.99,6.23,2.24,45.0,163.68,4%,4.52,164.91,6.97,175.04,171,101,Feb,2015
5252-1,2013-04-18,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,20-04-2013,1.94,3.08,1.14,23.0,137.04,10%,4.68,122.86,0.99,124.05,240,70,Apr,2013
5254-1,2014-02-13,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Express Air,13-02-2014,2.5,5.68,3.18,32.0,235.06,9%,15.75,227.59,3.6,234.96,968,55,Feb,2014
5254-1,2014-09-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,17-09-2014,2.45,3.89,1.44,30.0,125.98,3%,15.59,119.51,7.01,122.45,201,77,Sep,2014
5254-1,2013-09-03,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Low,Desktop 3-Pocket Hot File,Office Supplies,Small Pack,Regular Air,05-09-2013,22.18,54.1,31.92,50.0,1027.9,8%,102.79,925.11,19.99,945.1,886,146,Sep,2013
5254-1,2015-06-11,Tamara Chand,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,11-06-2015,4.19,10.23,6.04,50.0,465.2,9%,16.76,434.25,4.68,448.38,994,46,Jun,2015
5254-1,2013-06-16,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,"Angle-D Binders with Locking Rings, Label Holders",Technology,Large Box,Regular Air,16-06-2013,4.53,7.3,2.77,20.0,300.97,7%,18.06,282.91,7.72,293.04,636,44,Jun,2013
5254-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Technology,Large Box,Regular Air,31-03-2013,4.48,8.14,3.66,45.0,5.94,9%,0.1,5.64,3.12,10.61,574,93,Mar,2013
5254-1,2013-09-04,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Desktop 3-Pocket Hot File,Office Supplies,Small Box,Express Air,08-09-2013,22.18,54.1,31.92,7.0,1027.9,6%,102.79,925.11,19.99,945.1,663,146,Sep,2013
5254-1,2013-12-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Artisan 481 Labels,Technology,Jumbo Drum,Delivery Truck,15-12-2013,1.94,3.08,1.14,46.0,124.4,7%,2.59,122.83,0.99,124.05,120,70,Dec,2013
5254-1,2014-07-30,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,01-09-2014,1.59,2.61,1.02,43.0,45.6,8%,2.65,41.39,0.5,42.38,607,68,Jul,2014
5255-1,2013-07-30,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan Non-Stick Binders,Technology,Small Box,Regular Air,31-07-2013,2.74,4.49,1.75,25.0,80.6,0%,5.65,74.93,1.49,70.68,238,107,Jul,2013
5255-1,2015-06-18,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Color Fluorescent Set,Office Supplies,Small Box,Regular Air,20-06-2015,2.16,3.85,1.69,35.0,144.31,3%,5.47,134.65,0.7,143.43,170,80,Jun,2015
5256-1,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,07-12-2013,178.83,415.88,237.05,10.0,2007.53,10%,180.68,1826.85,11.37,1835.84,1065,145,Dec,2013
5256-1,2013-09-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,20-09-2013,13.64,20.98,7.34,18.0,356.78,2%,34.53,322.75,1.49,338.95,201,106,Sep,2013
5257-1,2013-03-11,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Home Office,Stevie Bacata,Low,Artisan Hanging File Binders,Technology,Small Box,Express Air,13-03-2013,3.65,5.98,2.33,46.0,133.44,10%,4.0,129.44,1.49,132.09,63,85,Mar,2013
5257-1,2013-03-23,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,26-03-2013,2.5,5.68,3.18,24.0,256.05,7%,2.66,236.05,3.6,248.76,1,55,Mar,2013
5257-1,2014-12-26,Greg Guthrie,"531 King St,Newtown",Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,29-12-2014,2.45,3.89,1.44,13.0,237.55,10%,11.93,129.57,7.01,133.55,448,77,Dec,2014
5257-1,2013-03-15,Penelo Stobber,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Critical,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,16-03-2013,20.18,35.41,15.23,32.0,563.56,6%,0.0,566.56,1.99,568.55,834,169,Mar,2013
5258-1,2013-06-29,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,04-07-2013,1.18,1.88,0.7,18.0,50.62,10%,2.0,48.1,1.49,59.69,248,211,Jun,2013
5258-1,2013-03-23,Toma McGolin,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Medium,Artisan 481 Labels,Office Supplies,Small Pack,Regular Air,26-03-2013,1.94,3.08,1.14,38.0,126.2,9%,1.28,123.76,0.99,124.56,1039,70,Mar,2013
5258-1,2015-06-08,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,Smiths SlimLine Pencil Sharpener,Furniture,Large Box,Regular Air,09-06-2015,4.79,11.97,7.18,41.0,404.75,4%,24.48,304.05,5.81,308.47,613,222,Jun,2015
5258-1,2014-10-02,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,03-10-2014,54.52,100.97,46.45,47.0,3029.71,4%,30.83,2275.75,7.18,2274.75,806,249,Oct,2014
5258-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Technology,Medium Box,Regular Air,06-05-2013,13.88,22.38,8.5,49.0,931.06,4%,0.0,939.06,15.1,994.85,211,84,May,2013
5259-1,2013-07-23,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Medium,Artisan Durable Binders,Office Supplies,Small Box,Express Air,25-07-2013,1.84,2.88,1.04,32.0,66.96,5%,0.75,64.46,1.49,69.6,941,81,Jul,2013
5259-1,2016-05-21,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Artisan 48 Labels,Office Supplies,Small Pack,Regular Air,22-05-2016,3.84,6.3,2.46,42.0,225.06,5%,23.25,206.51,0.5,221.82,535,69,May,2016
5259-1,2014-06-25,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,25-06-2014,2.5,5.68,3.18,4.0,153.98,9%,11.1,147.76,3.6,142.36,780,55,Jun,2014
5259-1,2013-08-22,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Pack,Regular Air,24-08-2013,4.53,7.3,2.77,25.0,255.16,3%,2.65,252.05,7.72,243.55,135,44,Aug,2013
5259-1,2015-03-06,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,09-03-2015,1.53,2.78,1.25,27.0,158.76,4%,0.0,151.96,1.34,154.96,382,192,Mar,2015
5259-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Critical,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,18-07-2016,2.29,3.69,1.4,24.0,127.49,7%,13.75,124.76,0.5,124.56,587,72,Jul,2016
5259-1,2015-07-30,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Lesan Binder Labels,Office Supplies,Small Pack,Regular Air,31-07-2015,2.45,3.89,1.44,24.0,278.52,2%,13.97,264.69,7.01,263.98,652,171,Jul,2015
5259-1,2015-09-04,Jonest Rantza,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,07-09-2015,2.5,5.68,3.18,9.0,149.64,5%,3.36,148.16,3.6,142.36,544,55,Sep,2015
5260-1,2014-06-30,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,03-07-2014,2.31,3.78,1.47,20.0,119.2,6%,5.36,113.58,0.71,115.69,737,204,Jun,2014
5260-1,2013-10-04,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Home Office,Charlie Bui,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,05-10-2013,178.83,415.88,237.05,28.0,831.76,4%,66.54,765.22,11.37,776.59,168,145,Oct,2013
5261-1,2013-09-22,Mick Crebagga,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,24-09-2013,6.39,19.98,13.59,5.0,81.84,4%,4.47,86.45,4.0,88.95,719,121,Sep,2013
5261-1,2013-05-14,Scot Wooten,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,Medium,600 Series Non-Flip,Office Supplies,Small Box,Regular Air,16-05-2013,19.78,45.99,26.21,37.0,1855.84,1%,152.81,1394.17,4.99,1494.96,937,27,May,2013
5261-1,2013-07-26,Charles Sheldon,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,Express Air,28-07-2013,0.24,1.26,1.02,22.0,39.0,9%,3.91,36.59,0.7,33.99,196,117,Jul,2013
5261-1,2013-10-05,Joni Wasserman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,600 Series Non-Flip,Office Supplies,Wrap Bag,Regular Air,12-10-2013,19.78,45.99,26.21,38.0,1631.83,6%,146.86,1484.97,4.99,1493.96,548,27,Oct,2013
5262-1,2015-05-12,Thais Sissman,"53-65 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,14-05-2015,1.53,2.78,1.25,33.0,41.48,9%,2.27,30.97,1.34,33.98,1008,192,May,2015
5262-1,2014-10-02,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,04-10-2014,2.45,3.89,1.44,44.0,17.46,7%,0.92,16.24,7.01,16.25,162,77,Oct,2014
5262-1,2013-07-27,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Critical,Brown Kraft Recycled Envelopes,Office Supplies,Wrap Bag,Regular Air,29-07-2013,11.04,16.98,5.94,32.0,43.2,6%,3.48,39.74,12.39,40.93,508,129,Jul,2013
5262-1,2013-09-20,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,22-09-2013,2.5,5.68,3.18,13.0,261.28,3%,26.23,235.15,3.6,238.75,659,55,Sep,2013
5262-2,2013-12-17,Craig Molinari,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,19-12-2013,1.18,1.88,0.7,15.0,59.34,0%,0.2,59.04,1.49,60.48,241,211,Dec,2013
5263-1,2013-04-28,Barry Weirich,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,28-04-2013,1.94,3.08,1.14,23.0,18.68,3%,1.69,16.01,0.99,12.85,80,70,Apr,2013
5263-1,2015-05-15,Penelope Sewart,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,17-05-2015,278.99,449.99,171.0,10.0,1293.66,4%,1123.98,13349.65,49.0,13079.2,837,131,May,2015
5264-1,2015-07-12,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Artisan 474 Labels,Office Supplies,Small Box,Express Air,14-07-2015,1.84,2.88,1.04,40.0,16.98,3%,0.51,16.47,0.99,28.86,158,65,Jul,2015
5264-1,2013-11-20,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Colored Interoffice Envelopes,Office Supplies,Wrap Bag,Regular Air,21-11-2013,19.83,30.98,11.15,33.0,150.44,7%,3.0,152.8,19.51,147.59,1028,206,Nov,2013
5264-1,2014-09-21,George Ashbrook,"606 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,22-09-2014,1.18,1.88,0.7,18.0,88.02,7%,2.33,70.91,1.49,80.4,423,211,Sep,2014
5265-1,2015-08-22,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Pizazz Drawing Pencil Set,Technology,Large Box,Regular Air,27-08-2015,1.53,2.78,1.25,16.0,85.98,0%,9.5,78.48,1.34,89.5,158,192,Aug,2015
5265-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,"Angle-D Binders with Locking Rings, Label Holders",Technology,Jumbo Drum,Delivery Truck,19-04-2015,4.53,7.3,2.77,47.0,165.0,10%,1.66,169.71,7.72,169.82,848,44,Apr,2015
5265-1,2013-05-29,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,29-05-2013,4.53,7.3,2.77,44.0,129.82,7%,3.39,127.02,7.72,228.45,1007,44,May,2013
